Hypocotyl colour,Stem determination,Days to 50% flowering,Flower colour,Leaf shape,Leaflet colour,Pubescence colour,Pubescence density,Pubescence type,Plant height,Number of primary branches,Pod colour,Number of pods per plant,Days to 80% maturity,Seed coat colour,Cotyledon colour,Hilum colour,Seed coat pattern,Strophiole at the hilum,Seed coat surface lusture,Number of seeds per pod,100 seed weight (g),Seed yield per plant (g),Days to pod initiation,Number of node per plant
1,0,43,1,1,0,2,1,2,41,4.2,1,24.6,115,3,1,0,0,1,0,2,11.7,5.5,55,11.2
1,2,57,2,1,2,1,1,2,53.2,4.2,1,36.2,102,1,0,0,1,1,1,2,6.7,2.42,65,13.6
1,0,54,2,1,2,2,3,0,41.8,6.4,1,90.6,104,4,1,4,0,1,1,2.4,11.5,16.12,60,12
0,0,40,3,1,1,2,2,0,15,2.8,2,26,101,2,1,1,0,1,1,2.2,11.3,4.34,49,6
1,0,43,1,2,1,2,0,0,31,7.4,2,48.6,96,3,1,0,0,1,1,2.2,12.6,11.98,53,10.6
1,0,52,2,1,1,2,1,1,48.2,4,1,28.8,115,2,1,1,0,1,1,2.2,6.4,2.52,60,10.2
1,0,51,1,1,1,2,3,0,36.4,6,2,61.6,113,3,1,1,1,1,1,2,7.1,3.44,58,11.4
1,2,63,2,1,2,2,1,1,62.4,6.4,1,56.8,109,0,1,0,0,0,0,2.4,5.6,3.12,67,14.6
1,0,54,2,1,2,2,0,1,67.8,4.6,1,37.6,106,3,1,1,0,1,0,2.4,6.8,4.64,65,15
1,2,58,2,1,2,1,1,1,51.2,5.2,1,40.8,108,3,1,1,0,1,0,2.4,5.2,3.9,69,13.4
1,2,55,2,1,2,2,1,1,53.2,6.4,1,56,105,3,1,1,0,1,0,2.4,5.1,6.76,64,14
1,0,51,2,1,1,2,1,2,28,4.6,1,30.2,111,3,1,1,1,1,0,2,7.4,2.62,60,8.4
1,2,57,2,1,2,2,1,2,43.2,4.8,1,44.2,105,3,1,1,0,1,0,1.6,5.9,4.94,65,11.6
1,0,43,2,1,1,0,1,2,33.4,5,1,21.8,110,4,1,0,0,1,0,2.4,12.2,4.1,57,10.2
1,2,57,2,1,2,2,0,1,61.2,4,2,42,104,3,1,1,0,1,0,2,6.5,1.62,63,14
1,0,46,2,1,2,2,0,2,48,4.4,1,52.8,112,4,1,6,0,1,1,2.8,8.9,6.58,58,12
1,0,44,2,1,1,2,0,1,54.2,2.8,1,32.2,108,3,1,0,1,1,0,2.4,8.8,5.02,57,12.4
0,0,43,3,1,1,2,0,1,27.6,3.8,2,23.6,116,3,1,0,0,1,1,1.8,8.7,2.46,58,8.6
0,0,51,3,1,1,2,0,2,29.4,3.4,2,56.2,106,3,1,1,0,1,0,2,10.2,7.86,59,11.2
0,2,57,3,1,2,2,0,1,50.8,4,1,49.4,114,3,1,0,0,1,1,2.6,7.2,2.64,66,12.6
0,0,51,3,1,1,2,3,0,27,5.6,3,52.2,117,3,1,0,0,1,1,2.4,6,2.32,59,11.6
0,0,45,3,1,1,2,0,1,39.6,4.6,2,86.6,102,3,1,1,0,1,0,2.4,9.9,9.1,58,13.8
1,2,47,2,1,2,2,1,1,65,4.8,1,34.2,106,1,0,0,0,1,1,2,6.8,1.98,58,12
1,2,53,2,1,2,2,1,1,67.2,4.6,1,35.2,111,0,1,0,0,0,1,1.8,5.9,1.64,65,14
1,0,44,2,1,1,2,2,2,59.4,5,1,40.6,91,3,1,1,0,1,1,2.2,6.3,3.36,54,13.2
1,0,45,2,1,0,1,1,1,42,4.333333333,1,53.66666667,107,4,1,0,0,1,1,2.6,11.4,3.92,58,12
1,2,55,2,1,2,2,1,1,54.2,3.4,1,11.4,113,0,1,0,0,0,1,2,5.8,3.06,62,12.2
1,2,54,2,1,2,1,1,1,79.8,2.4,1,14,116,0,1,0,0,0,1,1.8,6.4,0.98,65,15.4
1,2,58,2,1,2,1,1,1,61.8,4.6,1,41.4,114,0,1,0,0,0,1,2.2,5.2,1.74,65,12.4
1,2,54,2,1,2,2,1,2,47,4.6,1,38,112,3,1,1,0,1,0,2.2,7,3.86,61,11.2
0,0,45,3,1,1,2,0,1,34.75,6.25,1,59.25,107,4,1,1,0,1,1,2.4,10.6,6.26,58,10.25
0,0,44,3,1,0,2,3,0,37,9,2,83.2,104,3,1,0,1,1,1,2.4,10.2,14.22,55,12.6
1,2,45,2,1,2,2,0,1,69,4.2,2,51.8,103,1,0,4,0,1,1,2,9.5,4.76,57,16.4
1,2,56,2,1,2,2,1,1,62.6,5.4,2,71.2,106,3,1,0,1,1,0,2.2,6.6,5.76,64,16.8
1,2,41,2,1,1,0,0,2,39.4,4.8,2,29.6,87,3,1,6,0,1,1,2.6,7.3,0.62,51,15
1,2,50,2,1,1,2,3,0,59.2,5.8,2,44.6,106,3,1,1,1,1,1,2.2,7.1,3,62,16.4
1,0,53,2,1,2,2,2,2,39,5,1,90.2,96,4,1,6,0,1,1,2.2,6.5,2.52,61,14.8
0,0,47,3,1,1,2,1,1,31,5.8,2,37.2,106,3,1,0,0,1,1,2.6,12.2,8.74,58,11.2
1,0,53,2,1,2,2,1,1,50.2,4.6,2,52.6,106,3,1,1,0,1,0,2,7.2,4,62,11.6
1,2,57,2,1,2,2,1,1,34.8,4.2,1,33.8,109,3,1,0,0,1,0,2.2,6.4,4.12,63,10.4
1,0,44,2,1,0,2,1,2,45.8,4,2,80.6,103,3,1,1,1,1,0,2.2,8.2,9.96,56,12.6
1,2,57,2,1,2,2,1,1,78,3.6,2,34.4,106,0,1,0,0,0,1,2.4,5.3,1.3,65,16
0,0,47,3,1,2,2,0,2,58.8,2.2,1,45.6,109,3,1,1,0,1,0,2.6,9.2,7.74,58,14
1,2,57,2,0,2,2,0,1,61.2,2.8,1,38.2,105,0,1,0,0,0,0,2.4,6.7,1.98,64,14.6
0,0,54,3,1,2,2,0,1,27.2,2.8,1,34.8,103,3,1,1,0,1,0,2.4,9.6,6.08,63,11.2
1,0,43,2,1,1,0,1,1,35,6.2,1,70.2,104,4,1,1,0,1,0,2.2,8.5,12.56,57,11.8
1,0,57,2,0,1,2,1,1,50.6,3.4,1,44.4,109,3,1,1,0,1,0,2.4,8.2,4.26,62,14
0,0,51,3,1,1,2,0,2,49.2,5.8,1,44.2,107,3,1,0,0,0,1,2.2,8.4,9.68,59,11.6
1,2,55,2,1,2,2,1,1,76.6,4.6,1,41.8,111,0,1,0,0,0,1,2.4,6.2,3.34,66,16
0,0,53,3,1,2,2,0,1,21.75,3.75,1,57,108,3,1,1,0,1,0,2.8,8.7,3.26,62,7.75
1,2,58,2,1,2,1,1,2,64,5,1,42,112,0,1,0,0,0,1,2.6,6.2,1.9,69,13
0,0,40,3,1,0,2,1,1,52.4,3,3,23.2,91,2,1,1,0,1,0,2.4,14.1,4.7,48,10.2
1,2,57,2,1,2,2,1,1,63.8,4.4,2,27,104,3,1,1,0,1,0,2.6,7.1,2.26,66,14
0,0,32,3,1,1,2,0,1,41,5.4,1,41.6,111,3,1,0,0,1,0,2.6,8.5,2.46,43,11.4
1,2,51,2,1,2,2,1,1,54.4,3.4,1,27.8,112,1,0,0,0,1,0,2,6.6,1.22,62,10.8
0,0,50,3,1,1,2,3,0,28.6,7.2,2,34.2,103,4,1,0,0,0,1,2.6,10.8,7.72,60,10.8
1,2,57,2,1,2,2,1,1,70.8,3.8,3,52.4,106,3,1,1,0,1,0,2.4,6.2,1.82,69,16
1,2,55,2,1,2,2,1,2,81.8,5.2,3,45,110,0,1,0,0,0,1,2.2,6,1.94,67,14.8
1,0,44,2,1,0,2,1,1,31.6,4.4,1,30.2,113,3,1,1,0,1,0,2,9.3,3.24,55,8.8
1,0,52,2,1,2,2,1,1,45.8,3.4,1,43.6,115,3,1,1,1,1,0,2.4,10.6,6.3,62,12.6
1,2,53,2,1,2,2,1,2,80.2,3.6,1,38.4,117,0,1,0,0,0,1,2.6,6.4,2.02,66,18.2
1,0,45,2,1,2,2,0,2,39,3.8,2,44.2,101,4,1,4,0,1,1,2.6,8.9,9.98,55,14.6
1,2,37,2,1,1,2,2,2,42,4.4,2,47.8,100,1,0,1,0,1,0,2.4,11.2,16.04,49,13
1,2,53,2,1,2,2,1,1,44.2,4.8,1,39.4,115,3,1,0,0,1,1,2.4,6.6,2.1,66,14.6
1,0,41,2,1,1,2,0,1,42,4.4,1,36.8,109,1,0,0,0,1,0,2.4,7.8,3.78,52,11.8
1,0,47,2,1,0,2,0,2,32,4,2,35,99,3,1,0,1,1,0,2.4,10.2,4.28,57,10.8
0,0,40,3,1,0,2,1,1,46,3.8,1,21.6,108,3,1,0,1,1,0,1.8,9.4,3.26,49,8.8
1,0,43,1,1,2,2,1,1,65.4,4.2,1,22.6,106,4,1,0,0,1,0,2.4,9.2,5.88,54,13.8
1,0,49,2,1,1,2,1,1,60,4,2,47.4,110,4,1,1,1,1,1,1.8,7.2,4.46,59,13.8
1,2,52,2,1,2,2,1,1,65,4.2,3,27.1,106,0,1,0,0,0,1,2.3,4.7,2.9,62,14.8
1,0,57,2,1,2,2,1,1,45.2,5,1,46.4,110,3,1,1,0,1,0,2,6.6,2.6,69,13.6
1,2,57,2,1,2,2,0,1,63.8,4,1,46,108,3,1,1,0,1,0,1.8,6.4,1.42,65,14
1,2,56,2,1,2,2,1,1,71.6,3.8,1,43.8,106,3,1,1,0,1,0,2.2,6,0.64,63,16.2
0,2,55,3,1,1,2,1,1,54.8,3,1,41.6,116,3,1,0,0,1,0,2.4,6.6,3.38,64,14.4
1,2,58,2,1,2,2,1,1,66,2.4,1,22.2,106,3,1,1,0,1,0,2.4,6.7,1.28,67,12.2
1,1,56,2,1,2,2,0,1,67.4,4.4,1,48.6,104,3,1,1,0,1,0,2,6.2,2.46,65,17.6
1,2,58,2,1,1,2,1,1,60.8,4.4,3,64.4,116,3,1,1,0,1,0,2,6.2,4.58,69,15.6
1,2,52,2,1,1,2,0,1,60.4,4.2,2,31.2,114,0,1,0,0,0,1,2.6,6.4,1.52,61,12.2
0,0,44,3,1,0,2,0,2,22.8,5.8,2,48.2,107,3,1,1,0,1,0,2.6,8.1,3.88,55,9.4
0,2,51,3,1,2,2,1,1,57.4,3.8,3,48.2,115,3,1,1,0,1,0,2.4,6.4,4.88,60,15.2
1,0,41,2,1,1,2,0,1,46.6,6.4,2,76.8,106,3,1,1,0,1,0,2.4,11.7,16.18,53,14.8
0,0,45,3,1,1,2,0,1,48.2,4,1,90.8,108,3,1,1,0,1,0,2.4,9.7,10.64,55,14.8
1,2,56,2,1,2,1,1,1,63,3,3,18.8,110,0,1,0,0,0,0,2,5.5,2.06,66,14.2
1,2,63,2,1,2,2,1,1,78.2,4,3,32,109,0,1,0,0,0,0,2.6,5.5,2.82,71,15.2
1,2,55,2,1,2,2,1,1,50.8,6.8,1,73,115,0,1,0,0,0,1,2,5.4,2.58,63,17.2
1,0,41,2,1,0,2,0,1,48.4,4,1,39.6,90,3,1,1,0,0,1,2,6.5,3.9,49,12.8
1,2,64,2,1,2,2,1,1,70.4,4.4,1,49.6,109,0,1,0,0,0,0,2.6,5.7,2.02,71,15.4
0,0,44,3,1,1,2,1,2,22.2,2.8,1,20.4,111,3,1,4,0,1,0,2.4,7.4,2.16,56,9.6
1,2,45,2,1,1,2,1,1,37.4,4.6,2,44.4,114,3,1,1,1,1,0,2.4,8.7,4.74,57,11
0,0,45,3,1,0,2,0,1,34.4,5.4,1,85,102,3,1,1,0,1,0,2.6,9.5,17.64,56,13.2
1,2,57,2,1,2,2,1,1,39.4,3.6,3,43.4,106,3,1,1,0,1,0,2.2,5.8,1.42,69,10.8
1,2,54,2,1,2,2,1,1,89,3.6,3,47.4,114,0,1,0,0,0,1,2.4,5.4,3.38,66,16.2
0,0,41,3,1,1,2,1,1,29.6,5,2,36.8,99,3,1,1,0,1,1,2.2,10.8,4.38,50,11.4
1,0,49,1,1,1,2,1,2,59.8,4,1,40.2,112,4,0,1,1,1,1,2.6,8.3,3.26,59,13.4
1,2,53,2,1,2,2,1,1,72.2,6.6,1,53.6,116,0,1,0,0,0,1,2.2,6.2,2.62,65,17.2
1,0,48,2,1,1,2,0,2,41.2,3.8,1,63.4,112,4,1,6,0,1,1,2.4,8,3.68,59,14.4
1,0,49,1,0,1,2,0,2,60.6,3.6,3,58.4,113,4,1,6,0,1,1,2.4,8.7,4.48,59,14
1,2,53,2,1,2,2,1,1,78.5,4.75,2,82,112,0,1,0,0,0,1,2,6,3.14,62,16.5
0,0,43,3,1,1,2,3,0,30.4,3.6,2,37,100,3,1,0,0,1,1,2.6,11.5,4.26,53,10.2
1,2,45,2,1,2,2,1,1,58.2,4.4,3,78.6,106,3,1,6,0,1,0,2,6.2,7.88,59,12.4
0,0,44,3,1,1,2,1,1,59.4,1.2,1,18.8,112,4,1,6,0,1,1,2,8.3,3.52,57,12.2
0,0,40,3,1,0,2,1,2,45,1.2,1,29.6,110,3,1,6,1,1,0,2.4,15.7,5.08,49,9.6
0,0,45,3,1,1,2,1,1,25.2,6.2,1,58,108,4,1,1,1,1,1,2.2,9.1,10.48,59,9.6
0,0,41,3,1,1,2,0,2,29,5.8,2,62.8,116,3,1,1,0,1,0,2.2,9,3.92,53,9.2
0,0,44,3,1,1,2,0,2,21,3.4,1,75.6,106,3,1,1,0,1,0,1.8,9.9,5.62,57,11.2
1,0,43,2,1,2,2,0,2,33.4,2.8,1,42.2,112,0,1,0,0,0,1,2.8,10,4.84,53,12.2
0,0,44,3,1,1,2,0,1,30.8,4.2,2,84.8,104,3,1,1,0,1,0,2.6,9,13.5,54,12.4
1,2,45,2,1,2,0,1,1,51,7.2,2,89.8,106,1,0,1,0,1,0,2.6,12.7,20.74,59,16
1,2,53,2,1,2,2,0,1,61.8,5.2,1,25.8,115,0,1,0,0,0,1,2.6,6.1,1.36,64,17.2
1,2,47,2,1,2,2,0,1,67.6,3.4,1,57,106,1,0,0,0,1,1,1.8,6.2,6.48,59,15.8
1,2,56,2,1,2,1,1,1,72.6,3.2,1,27.6,115,0,1,0,0,0,1,2.2,6.8,2.54,67,14.8
1,0,48,2,1,1,2,0,2,31.6,7.2,2,79,103,3,1,1,0,1,0,2.4,9.3,13.04,59,10.6
1,0,49,2,1,1,2,0,1,38.8,4.8,1,79.2,112,4,1,1,1,1,1,2.6,7.7,8.66,59,12.6
0,0,40,3,2,1,1,2,2,22,2.8,3,19.2,94,3,1,1,0,1,0,2,11.2,2.08,50,8.6
1,2,46,2,1,2,2,1,1,45.6,5.6,2,80.2,111,3,1,0,0,1,0,2.6,7.9,5.14,58,17.8
1,2,58,2,1,2,2,0,1,65.8,4.6,2,58.8,104,3,1,1,0,1,0,2.4,6.5,6.58,67,14.8
0,0,55,3,1,1,0,0,2,23.4,4.2,3,63.6,107,3,1,6,0,1,1,2,8.8,5.66,61,10.2
0,0,43,3,1,1,2,1,1,27,4.2,1,49.4,101,3,1,0,0,1,0,2.6,9.3,9.16,53,9.4
1,2,58,2,1,2,2,1,1,68,3.2,1,43.4,114,0,1,0,0,0,1,1.8,6,3.24,67,15.6
0,0,37,3,2,0,2,0,2,27.8,4.6,1,27.8,104,3,1,1,0,1,0,2.6,8.9,5.14,46,9
1,2,53,2,1,2,2,1,1,60.2,2.6,1,24,110,3,1,6,0,1,0,2,7.2,1.06,65,12.6
1,2,57,2,1,2,2,1,1,72.6,3.8,3,46.6,113,0,1,0,0,0,1,2.2,6.2,3.38,67,15.8
0,0,45,3,1,1,1,0,2,24.6,4.8,1,58,103,4,1,1,0,1,1,2.4,10.8,4.76,57,9.4
0,0,51,3,1,1,2,1,1,33.6,5.6,2,64,106,4,1,1,0,1,1,2,10.3,13.44,61,11.4
1,0,39,2,1,0,0,0,2,28.4,2.8,2,23,108,3,1,1,0,1,0,2.4,9.1,3.52,48,9.2
0,0,57,3,1,2,2,0,1,49.4,3.4,1,46.6,109,3,1,1,0,1,0,2.4,9.4,9.42,66,12.4
1,0,52,1,1,1,2,0,2,25,4,1,27.25,104,4,1,1,0,1,0,2,9.1,0.78,61,8.25
1,2,45,1,1,2,2,1,1,50.2,3.6,2,26.6,106,3,1,0,0,1,1,2,8.6,2.28,56,10
1,2,61,2,1,2,2,1,1,82.4,3,1,45.2,112,0,1,0,0,0,1,1.8,5.5,0.66,70,16.4
0,0,43,3,1,1,2,0,2,24.4,4.8,1,31.8,110,3,1,0,1,1,0,2.4,7.3,1.48,53,9.2
1,2,66,2,1,2,2,1,1,61.6,5.2,3,51.6,110,0,1,0,0,0,0,1.8,5.8,2.74,74,12.2
1,2,54,2,1,2,2,1,1,43.4,3.6,1,73.4,106,3,1,1,0,1,0,2.4,6.6,5.72,65,13.8
1,0,46,2,1,2,1,2,2,44.8,2.8,2,29.6,99,3,1,4,1,1,0,2.8,9.6,5.92,59,13.6
1,2,58,2,1,2,2,1,1,59,3.8,1,14.6,112,0,1,0,0,0,1,2.6,5,4.68,69,13.8
0,0,51,3,1,1,2,0,1,28.2,2.4,1,26.2,106,3,1,0,0,1,1,2.2,8.1,4.28,60,10.8
1,0,45,1,1,1,2,0,1,47.6,3.2,1,28.2,111,4,1,1,1,1,1,2.4,8.7,3.26,57,13.6
1,2,51,2,1,2,2,0,1,63,3.6,1,43.6,103,3,1,0,0,1,0,2,6,4.56,60,14.6
1,2,59,2,1,2,2,1,1,46.6,3.6,1,31.6,112,3,1,0,0,1,1,2.4,5.4,0.98,71,13.2
1,0,45,1,1,2,2,0,1,61.4,3.8,1,32.8,109,4,1,1,1,1,1,2,7.9,2.54,59,13.8
1,0,41,2,1,0,2,1,1,51.8,5,1,61,90,3,1,1,0,1,0,2.4,5.4,6.88,50,11.6
0,0,51,3,1,1,2,0,1,38.6,2.8,1,31.2,106,4,1,1,0,1,0,2.2,10.3,7.36,60,12.8
1,2,56,2,1,2,2,0,1,71.4,2.8,1,31.8,110,3,1,0,1,1,0,2.2,7.2,2.7,64,16.4
1,0,41,2,1,0,2,0,1,53.2,6.6,2,48.2,97,4,1,0,0,1,1,2.6,12.1,11.48,51,10.8
1,2,57,2,1,2,2,1,1,66,3.2,1,37.6,107,3,1,1,0,1,0,1.8,6.1,1.2,66,15.4
0,0,45,3,1,1,2,0,2,19.4,5.8,2,62.6,101,3,1,0,0,1,1,2.6,10.8,8.16,59,9.4
1,0,44,2,1,0,2,3,0,31.4,3,2,24,101,3,1,0,1,1,1,2.2,7.8,3.3,55,9.6
0,0,43,3,1,1,2,1,2,28.8,4.6,1,43.8,106,4,1,0,0,1,1,2,7.7,5.48,53,10
1,2,56,2,1,2,2,1,1,73.6,2.4,1,27.8,112,0,1,0,0,1,1,2,5.9,3,66,17.4
1,0,45,2,2,1,2,0,1,34,6,2,47.4,104,3,1,0,0,1,1,3,8.4,6.9,55,13.4
1,0,46,2,1,1,2,0,2,28.8,3.8,2,64,114,3,1,1,0,1,0,1.8,6.6,0.94,59,11.6
1,2,56,2,1,2,2,1,1,87,5.6,1,42.6,112,0,1,0,0,0,1,2.4,5.7,0.96,66,16.8
0,0,53,3,1,1,2,1,1,59.8,5,1,79.4,107,3,1,0,0,0,0,2.4,8,16.02,65,12.6
1,0,51,1,1,1,2,1,1,46.2,4,1,79.8,114,4,1,6,0,1,1,2.4,8.2,9.82,61,13.8
1,0,43,2,1,1,2,2,0,39.2,3.8,0,60,104,3,1,0,0,1,0,2.4,9.7,2.04,54,12.4
1,0,41,2,1,2,2,0,2,31.8,4.6,1,56.8,108,4,1,6,0,1,0,2.6,6.4,4.64,52,12.4
1,0,47,1,1,1,2,1,1,53.2,4.2,1,63.6,112,4,1,4,0,1,1,2.2,8.4,6.08,58,14.8
1,0,36,2,2,1,2,3,0,23.2,2,0,19.2,86,0,1,0,0,0,0,2.2,8.3,2.52,44,10.4
1,0,45,2,1,1,2,0,1,31.2,4,2,51.6,109,4,1,6,0,1,1,2.6,9.7,3.5,58,13.8
1,0,51,2,1,1,2,0,2,28.5,5,2,101,104,3,1,1,0,1,1,2.2,7.4,10.42,61,12.75
0,2,52,3,1,1,2,1,1,48.8,4.4,2,47.6,110,3,1,1,0,1,0,2.6,7.5,1.96,60,13.2
0,0,43,3,1,0,2,0,2,32.8,4.8,3,39.6,96,2,1,1,0,1,1,2.4,13.2,9.38,53,10.4
1,2,56,2,1,2,2,1,1,65.4,3,1,31,108,3,1,1,0,1,0,2,6.5,4.22,65,14.4
1,2,64,2,1,2,2,1,1,91.4,6.2,3,50.4,106,3,1,1,0,1,0,2.4,6.6,4.84,73,18.4
0,0,58,3,1,2,0,1,1,82.2,5.6,3,70.4,107,3,1,0,1,1,0,2.4,6,3.52,71,18.6
0,0,53,3,1,2,2,1,1,45,4,2,63,104,3,1,0,0,1,0,2.8,5.9,6.66,59,12
1,2,59,2,1,2,2,1,1,66,3,1,40,109,3,1,1,0,1,0,2,6.5,1.7,71,12.8
1,0,51,2,1,2,2,1,1,27.2,2.8,2,34.8,115,3,1,0,0,1,1,2.4,8.5,4,62,11.6
1,2,55,2,1,2,1,1,1,82.6,3.2,2,71,105,3,1,1,0,1,0,2.4,7.7,5.76,64,16.4
1,2,54,2,1,2,2,1,1,55,3.8,2,79,106,3,1,1,0,1,0,2.8,7.1,6.2,63,15.8
1,2,58,2,1,2,2,1,1,40.4,4.4,1,45.4,111,3,1,1,0,1,0,2,7.1,3.28,67,12.2
1,2,54,2,1,2,2,1,1,66,4.6,3,34,108,0,1,0,0,0,1,1.8,6,1.16,65,16
1,0,51,1,1,1,2,0,2,24.2,2.6,1,41.8,99,3,1,6,0,1,0,2.6,7.4,4.7,59,9.4
0,0,37,3,2,1,2,2,2,31.6,3.2,1,21,102,3,1,0,1,1,1,2,9.2,3.54,45,8.8
0,0,55,3,1,2,0,0,1,36.2,5.8,3,80.8,109,3,1,1,1,1,0,2.4,9.3,11.94,63,13.4
1,0,38,2,2,1,0,0,1,33.4,2.6,3,13.2,91,3,1,0,1,1,1,2,11.7,6.06,47,9
1,2,53,2,1,2,2,1,1,64.6,3.2,3,41.6,109,4,1,1,0,1,1,1.8,6.6,2.72,60,15.6
1,0,40,2,1,1,2,2,2,43.4,2.8,2,37.4,94,3,1,0,1,1,0,2,11.4,5.28,50,10.2
0,0,33,3,2,1,0,1,2,21.8,2,3,13.6,93,3,1,6,0,1,1,2,5,3.06,51,7.8
0,0,34,3,1,1,0,0,2,31.8,1.4,3,15,94,3,1,4,1,1,0,2,12.5,4.52,43,8.2
1,2,44,0,1,2,2,1,1,70.6,4.2,1,42.8,99,3,1,1,0,1,0,2.6,7.7,6.62,56,15.4
1,0,38,0,2,1,0,1,0,36.6,2.6,3,30.8,103,3,1,0,0,1,0,2,5.8,2.26,51,10.4
1,0,39,0,2,1,0,1,0,29,2.8,1,13.8,104,3,1,0,1,1,0,2.2,13,3.44,47,9
1,0,41,2,1,1,2,2,2,51.2,2.2,1,22.6,92,3,1,0,1,1,0,2.4,11.2,10.56,50,10.4
1,0,36,0,2,1,0,1,0,41.6,2.6,1,22.6,99,3,1,0,0,0,1,2.6,12.6,5.7,45,10.4
0,0,41,3,1,1,2,0,1,40.4,3,1,59.8,106,3,1,0,0,1,0,2.2,10.3,7.52,55,12.2
0,0,37,3,1,1,2,0,2,37,2.6,2,27.4,103,3,1,0,0,1,1,2.2,10.7,3.74,45,9.8
1,0,36,0,1,1,0,0,2,36.2,3.6,2,30.6,99,3,1,0,1,0,1,2.6,14.2,5.92,44,10.4
1,0,33,1,1,1,2,2,0,39.8,3.4,1,22.8,102,0,1,0,0,0,1,2.4,11.1,4.94,43,10.2
1,0,46,2,1,2,2,2,2,54.6,3.6,1,70.2,106,3,1,0,1,1,1,2,9.1,9.4,57,14.1
0,0,39,3,1,1,1,3,0,28.6,3.6,1,23.3,95,3,1,0,0,1,1,3,12.6,6.9,49,9.1
0,0,39,3,2,1,2,1,0,40.6,3,1,25,106,3,1,0,0,1,1,2,8.3,7.82,49,10.6
1,0,34,1,1,0,2,3,0,36.8,3,1,24.2,104,3,1,0,1,1,0,2.6,12.4,6.84,44,8.8
1,0,40,2,1,1,1,1,2,39.2,3.2,2,34.2,94,3,1,0,1,1,0,2.6,12.5,7.94,50,11.4
1,2,47,2,1,1,2,0,2,52.2,4.8,1,52.6,111,1,0,3,1,1,1,2.2,6.3,8.36,58,12.2
1,0,51,2,1,1,2,0,1,51,4,1,54.2,106,3,1,1,0,1,1,1.8,8.8,5.02,58,13
1,0,38,2,2,1,2,3,0,49.2,4.2,2,33.8,96,3,1,0,0,1,1,3.4,10.1,8.76,46,10.6
0,0,43,3,1,1,0,0,2,52.2,3,3,37.6,108,4,1,1,0,1,1,2.4,7.4,3.56,53,12
0,0,34,3,2,1,2,1,2,38.8,2.8,1,19.2,85,0,1,0,0,1,1,2.2,6.8,5.1,43,10.8
0,2,46,3,1,2,2,0,1,42.6,3,2,36.6,101,3,1,1,0,1,0,2.4,9.9,4.22,58,12.6
1,0,37,0,1,1,0,0,1,40.4,2.4,3,21.8,98,3,1,0,0,1,1,2.4,12.9,4.9,46,9
0,0,41,3,1,1,2,2,2,25.6,4,2,37.2,102,3,1,0,0,1,0,2.4,9.5,5.6,52,9
1,0,56,2,1,2,2,1,1,26.4,6.8,1,44.8,114,3,1,1,0,1,0,2,7,5.92,68,10.4
0,0,44,3,1,0,2,3,0,38.8,4.2,1,39.8,108,3,1,1,0,1,0,2.6,10.5,7.94,55,11.4
0,0,37,3,1,0,0,0,1,34.8,2.6,3,18.8,97,4,1,6,0,1,1,2,11.9,6.12,46,8.6
1,0,34,2,1,0,0,2,2,36.8,2.6,2,33.8,99,4,1,0,1,1,0,2,10.1,10.08,44,9.4
1,2,37,0,1,2,2,1,1,56.8,3.2,1,36.6,103,3,1,0,0,1,1,2.2,8.6,5.28,45,11
0,0,46,3,1,1,2,1,1,54,4.2,1,53.8,109,3,1,0,0,1,1,2.2,9.2,7.26,58,11.2
0,0,43,3,1,2,2,0,2,56.8,3.8,1,39.4,100,4,1,6,0,1,1,2,8.5,6.46,55,11.4
1,0,51,1,1,2,0,1,1,57.2,2,3,42.4,112,3,1,1,0,1,0,2.2,8.1,4.06,62,13.4
0,0,39,3,1,0,1,2,2,46.4,3.8,3,36.8,114,2,1,1,0,1,1,2.2,10.7,6.54,49,11.8
0,0,40,3,1,1,2,1,1,44.2,4,1,26.8,113,3,1,0,0,1,1,2.2,10.4,4.4,51,10.2
0,0,53,3,0,2,0,0,1,40,5.2,3,61.2,115,3,1,1,0,1,0,2,9.9,9.7,61,12.8
0,0,51,3,1,1,2,1,1,40.4,4,1,48.4,108,3,1,1,0,1,0,2.4,8.3,1.54,59,11.8
1,0,40,2,1,1,1,2,2,33.4,4.2,2,46.6,94,3,1,0,1,1,0,2.4,9.2,9.22,48,10.2
0,0,40,3,1,1,2,0,1,44,3.6,1,36,104,4,1,0,0,1,0,2.4,8.8,8.12,53,10.2
1,0,46,2,1,1,2,0,1,75.8,3.6,1,46.4,106,4,1,4,0,1,1,2.4,8.9,10.24,58,14.4
1,0,45,2,1,2,2,1,1,83.6,3.4,1,64.4,108,3,1,0,0,1,0,2.6,8.9,10.58,58,17
0,0,53,3,1,2,0,1,1,44.8,3.8,3,40.6,111,3,1,1,1,1,0,2.4,10.3,4.14,61,11.8
1,2,45,2,1,2,2,1,1,50.8,2.4,3,26.6,109,3,1,1,0,1,1,2.4,6.5,1.78,65,11.2
1,0,45,2,1,0,2,3,0,48.4,2.8,1,37.2,108,3,1,0,0,1,0,1.8,11.8,5.92,56,11.8
0,2,54,3,1,2,2,0,1,47,2.8,1,30.6,110,3,1,0,1,1,0,2,6.7,2.02,63,12.4
1,2,63,2,1,2,2,1,1,72.4,5.2,2,80,114,0,1,0,0,0,0,2,5.9,6.8,72,17.6
1,0,53,2,1,2,2,1,1,48.4,6.8,1,78.8,104,1,0,3,0,1,0,2.8,10.1,16.82,64,14.4
