Hypocotyl colour,Stem determination,Days to 50% flowering,Flower colour,Leaf shape,Leaflet colour,Pubescence colour,Pubescence density,Pubescence type,Plant height,Number of primary branches,Pod colour,Number of pods per plant,Days to 80% maturity,Seed coat colour,Cotyledon colour,Hilum colour,Seed coat pattern,Strophiole at the hilum,Seed coat surface lusture,Number of seeds per pod,100 seed weight (g),Seed yield per plant (g),Days to pod initiation,Number of node per plant
1,0,36,2,1,1,1,2,2,24.2,2.2,2,26.2,92,0,1,0,0,0,1,2.4,10.8,2.02,45,9.6
1,2,29,2,1,1,1,1,1,47.2,1.8,1,15.2,93,0,1,0,0,0,1,2,7.4,2.46,37,9
1,2,48,2,1,2,2,0,1,66.2,6,1,90.6,108,3,1,1,0,1,1,2.2,8,11.14,59,16.4
1,0,43,2,1,2,2,0,1,37.4,2.4,1,53.8,111,3,1,1,0,1,0,2.4,8.8,5.42,57,11.4
1,2,29,2,1,1,1,2,2,70.8,2,2,30.4,85,2,1,1,1,1,1,2,5.3,8.08,37,9.8
1,0,43,2,1,2,2,1,1,61.6,4.4,3,32.4,109,3,1,1,0,1,1,2.4,8.4,3.14,55,14.4
1,0,34,2,2,1,2,2,2,42.4,3.8,1,29.2,114,3,1,0,0,1,1,2.2,8.9,3.56,46,10.6
1,0,34,2,1,0,2,3,0,26.6,3.6,1,23,106,3,1,0,0,1,0,2.4,9.8,2.58,45,7.8
1,0,40,2,1,1,1,2,2,30,3.4,2,32.4,106,3,1,1,1,1,0,2.2,9.8,6.02,46,11.2
1,0,54,2,1,2,2,1,1,52.4,4,1,44,111,3,1,0,0,1,0,2.4,5.9,2.64,60,12.2
1,0,34,2,1,1,1,2,2,21.8,2.6,2,30.6,97,3,1,0,0,1,0,2.6,12.3,3.16,43,8.6
0,0,43,3,1,1,2,0,2,49.8,5.4,1,50.8,103,4,1,1,0,1,0,1.8,9.7,5.02,53,11.4
1,0,41,2,1,2,2,1,1,53,4.4,2,42.2,107,3,1,0,0,1,0,2.4,7.2,3.7,55,12.6
1,0,40,2,1,1,2,0,2,46,2.6,1,31.2,111,3,1,0,1,1,0,2,10,5.1,51,9.8
0,0,56,3,1,2,0,0,1,42,6.2,3,90.4,104,3,1,1,1,1,0,2.4,10.1,11.36,65,13.4
1,0,41,2,1,0,2,1,2,49.2,4.6,2,40.4,98,3,1,1,0,1,0,2.6,11.6,8.06,51,11
1,0,39,2,1,0,0,1,1,57.8,2.6,3,21.6,108,3,1,0,0,1,0,2.2,12.1,5.12,46,10.8
1,2,45,1,1,2,0,1,1,95.2,3.6,3,36,112,3,1,0,1,1,1,2.4,7.1,3.2,57,17.2
1,2,45,2,1,2,0,1,1,71.5,4.4,3,38,110,3,1,6,0,1,0,2.3,8,3.2,55,17.3
1,0,47,2,1,2,2,0,1,66.4,3.6,2,46.2,106,3,1,1,0,1,0,1.8,7.1,7.38,59,15
1,1,51,2,1,2,2,1,1,82.2,3,2,26,108,0,1,0,0,0,1,2.4,5.4,1.2,59,13.6
1,0,43,2,1,0,2,3,0,53.6,4.6,2,63.8,99,3,1,0,0,1,0,3,15,8.46,53,11.2
0,0,53,3,1,2,2,0,1,53.8,4.4,3,86,108,3,1,0,0,1,0,2.2,9.4,12.66,60,12.4
1,0,57,2,1,2,2,1,1,45.7,5.7,2,61.3,109,3,1,0,0,1,1,2.6,7.2,4.74,66,15.1
0,0,39,3,1,1,2,1,2,39.8,4,1,32.8,111,0,1,0,0,1,0,2,11.2,6.36,49,9.6
1,0,51,2,1,2,2,0,1,44.2,2.6,1,46.2,110,3,1,1,0,1,0,2.4,8.8,6.92,59,12.2
1,0,45,2,1,1,2,0,1,54,4.8,1,32,116,3,1,0,1,1,1,2.4,7.4,3.68,59,11.4
1,0,40,2,1,1,2,3,0,45,4.2,2,20.6,98,3,1,0,0,1,1,3.2,12.3,6.04,49,10.2
1,0,43,2,1,1,2,0,2,58.4,5.2,1,34.2,106,3,1,1,1,1,0,2.2,8.6,4.56,53,10.6
0,0,44,3,1,1,0,1,1,63.2,3.4,3,21.2,110,3,1,1,1,1,1,2.6,15.6,5.4,53,10.8
0,0,45,3,1,1,2,1,1,38,6.6,2,37.4,117,3,1,1,0,1,1,1.8,10.1,4.12,57,10.6
0,0,41,3,1,0,2,3,0,49,5.2,3,52.8,102,3,1,0,1,1,0,2.6,11.5,11.32,53,10.8
1,0,45,2,1,2,0,0,1,62.8,4.4,3,51.2,116,4,1,6,0,1,1,2.6,8.6,5.96,59,13.6
0,0,37,3,1,1,2,1,1,45,2.6,3,22.6,94,3,1,1,0,1,0,2.6,13.8,5.14,46,10.2
1,0,45,2,0,0,2,3,0,38.6,3.8,1,33,111,3,1,1,0,1,0,2.2,8.1,3.76,56,10.2
0,2,47,3,1,2,0,0,1,56.4,4.2,3,51,117,4,1,6,0,1,1,2.4,8.7,5.56,59,14.8
1,0,37,2,1,1,2,1,2,46.8,5.8,1,44,102,3,1,0,0,1,0,2.4,10.5,9.38,46,10.2
0,0,36,3,1,1,1,1,2,47.4,3,1,23,101,0,1,0,0,0,1,2.6,12.9,5.2,46,10
1,2,43,2,1,2,2,1,1,74.2,3.6,1,43,111,3,1,1,0,1,1,2.4,7.2,2.26,61,16.6
0,0,43,3,1,1,2,0,1,57.8,4.6,1,40.8,99,3,1,0,0,1,1,2.4,11.2,8.14,53,11.4
1,0,41,2,1,0,2,1,1,52.6,3.4,2,27,113,4,1,1,0,1,0,2.6,11.3,6.3,52,10.8
0,0,43,3,1,1,2,3,0,54,4.6,3,64,106,4,1,0,1,1,0,2.2,11.4,13.96,57,12
1,0,41,2,1,1,0,2,2,45.8,4.4,1,30.4,102,4,1,0,1,1,0,2.8,11.8,9,51,11
1,0,39,2,1,1,2,1,2,52.4,3.2,1,30.4,104,4,1,0,1,1,1,2.4,11.1,6.28,48,11
0,0,43,3,1,0,2,1,1,53.2,4.8,2,54.4,104,3,1,0,1,1,0,2.6,14.5,15.36,53,13
1,0,44,2,1,1,2,1,1,31.8,5,2,34.8,118,3,1,0,1,1,1,2.6,7.7,3.6,57,9.8
1,0,37,2,1,1,0,1,1,66.2,4.4,1,34.2,93,3,1,1,1,1,1,2.4,12.8,8.34,46,14.4
1,0,36,2,1,1,0,2,2,49.8,4.2,1,35.2,106,3,1,0,1,1,1,2.8,13.7,8.28,44,9.8
1,0,36,0,1,1,0,0,1,32.6,3.8,1,22.4,106,3,1,0,1,1,1,2.6,11.7,5.08,45,9.6
1,0,37,2,1,1,0,0,2,45.6,3,2,31,99,3,1,0,1,1,1,2.6,12.1,5.38,46,10.8
1,2,54,2,1,2,2,0,2,81.75,2.25,2,47,108,0,1,0,0,0,0,2.25,6.8,6.26,63,20.25
1,2,56,2,1,2,2,1,1,53,4.6,3,43,109,3,1,0,0,1,1,2.4,6.1,4.58,63,11.8
0,0,40,3,1,1,2,1,1,43.2,4.6,1,48.4,101,3,1,1,1,1,0,2.6,13,10.84,53,11.6
1,0,39,2,1,1,0,2,2,41.8,2.2,1,31.4,109,3,1,0,1,1,1,2.4,10.3,4.06,51,10.4
1,0,41,2,1,1,2,0,1,32.6,3.4,2,32,99,3,1,0,1,1,0,2,9.6,3.96,51,9.2
1,2,57,2,1,2,2,1,1,48.6,3.6,1,37.2,111,0,1,0,0,0,1,2.2,7.9,2.62,71,15
1,0,43,2,1,1,2,3,0,58.4,3.4,2,25,103,3,1,0,1,1,1,2.4,9.1,5.4,55,12.6
1,0,37,2,1,1,0,0,1,30,4.4,3,35.6,103,3,1,0,1,1,1,2.6,14.1,8.04,45,10.6
1,0,40,2,1,1,2,2,0,59.6,2.8,1,36.2,106,3,1,1,0,1,1,2.2,10,5.4,50,10.8
0,0,43,3,1,1,2,1,2,52.4,4.4,1,46,102,3,1,0,1,0,0,2.2,12.6,11.58,55,11.8
0,0,43,3,1,1,2,0,1,48.6,2.8,2,41.8,111,4,1,0,0,1,0,2.4,11.6,8.52,57,13
0,0,41,3,1,1,2,1,1,57.2,4,1,43.6,104,3,1,1,0,1,0,2.2,10.9,7.28,55,12.8
0,0,47,3,1,1,2,1,1,60,3.8,3,53.8,102,3,1,1,0,1,0,2.2,9.8,10.56,57,12.2
1,0,37,0,1,1,0,0,1,55.6,3.2,2,29,99,4,1,1,1,1,1,2.4,12.3,5.8,49,13.4
1,0,46,1,1,2,2,0,1,61.6,4.2,1,50.6,106,4,1,6,0,1,1,2.6,10.2,7.7,58,13.2
1,0,45,2,1,2,2,0,1,65.4,2.8,1,27.2,109,4,1,1,1,1,1,1.8,9.9,2.26,56,14
0,0,51,3,1,2,2,1,1,73,2.5,1,22.5,111,3,1,0,1,1,0,2.6,9.7,3.56,62,13.25
0,0,43,3,1,1,2,0,2,47.2,5.4,1,34.4,99,4,1,0,0,1,0,2.6,10.3,7.82,53,12.6
1,0,45,2,1,1,2,0,2,36.8,4.2,1,33.2,99,3,1,0,0,1,0,2.4,9.1,5.6,57,10.2
0,0,55,3,1,2,2,1,1,51.6,7.2,1,65.4,108,3,1,0,0,1,0,2.4,6.9,3.78,66,15.6
0,0,36,3,1,1,0,0,1,30.2,2.6,3,26.2,95,3,1,6,0,1,1,1.8,10.7,5.22,44,9
1,0,54,2,1,2,2,1,1,53,4.2,1,51.8,104,3,1,1,0,1,0,2.4,11,3.76,62,14.2
1,0,56,2,1,2,2,1,1,75.6,4.2,1,40.6,106,3,1,1,0,1,0,2,10.6,7.44,63,17.6
1,0,53,2,1,2,2,1,1,70,7.4,1,52.2,106,3,1,1,0,1,0,1.8,10.4,5.46,62,19.2
1,2,52,2,1,2,2,0,1,72.4,2.6,1,21.6,104,3,1,1,1,1,0,2.2,7.9,1.74,60,13.2
0,2,56,3,1,2,2,1,1,41.4,2,3,18.8,108,3,1,6,0,1,0,2.6,6.2,4.64,68,12.6
0,0,36,3,1,1,1,0,2,25.8,1.8,2,19.2,90,2,1,1,0,1,0,2.4,12,3.94,43,8.6
1,2,53,2,1,2,2,1,1,46.6,1.8,3,19.6,110,0,1,0,0,0,1,2,6.1,2.58,62,10
1,2,51,2,1,2,2,0,1,54.8,2.2,1,27.8,107,3,1,0,0,1,1,2.8,6.7,3.02,58,11.6
1,0,52,2,1,1,2,0,1,34.8,4,1,28.4,112,3,1,6,0,1,0,2.4,12,5.96,61,10.6
0,0,40,3,1,1,0,1,1,31.8,5.4,1,48.2,108,3,1,0,0,1,0,2.4,9.1,5.32,53,9.8
1,2,51,1,1,2,2,1,1,73.4,4.4,1,54.2,105,3,1,1,0,1,1,2.4,9.3,6.88,58,16.6
1,0,52,2,1,1,2,1,1,43.2,3.8,1,25.8,108,1,0,0,0,1,1,2.4,6.9,2.16,61,11
1,0,58,2,1,2,2,1,1,60.6,4.2,3,20.8,109,1,0,1,0,1,0,2.2,8.2,3.5,67,12.2
1,0,58,2,1,2,0,1,1,71.4,4,3,45.6,104,3,1,0,1,1,1,2,5.1,3.7,70,18
1,0,46,2,1,2,2,0,2,72.6,3.4,1,52.4,106,4,1,6,0,1,1,2.6,9.3,6.54,58,16.6
1,0,48,2,1,2,0,1,1,56.2,4.8,1,69.4,110,4,1,1,0,1,1,2.2,7.4,6.3,59,13.2
1,2,46,1,1,2,2,1,1,81,3.6,1,30.4,110,3,1,1,0,1,0,2.4,7.2,4.32,58,17.2
1,0,42,2,1,0,2,0,2,40.6,2,1,35.2,109,4,1,1,1,1,0,2,9.5,4.26,51,9.8
1,2,55,2,1,2,2,1,1,51.4,3.6,3,24,107,0,1,0,0,0,1,2.2,6.4,3.66,64,11.2
1,0,43,2,1,1,2,3,0,46.6,2.2,0,16.4,104,3,1,0,1,1,1,1.6,4.1,2.04,56,10.8
1,0,46,2,1,2,2,0,1,57.4,4.2,1,63.6,106,4,1,1,1,1,1,2.4,9,5.08,57,14.8
0,0,45,3,1,1,2,0,1,37.4,7,1,29.2,114,3,1,0,0,1,1,2.6,7.8,4.06,60,10.4
1,0,45,2,1,2,2,1,1,48.4,5,1,82,107,3,1,1,0,1,0,2,7.1,5.18,59,16.4
1,0,44,2,1,1,2,1,1,55,5,2,29.8,106,3,1,0,1,1,0,2,8.9,4.84,57,12.8
1,0,43,2,1,1,2,1,1,63.6,3.2,2,32,97,3,1,0,0,1,0,2.4,12,3.58,55,11.6
1,0,59,2,1,2,2,1,1,86,4.2,1,32.4,101,3,1,0,0,1,1,2.6,7.8,3.08,66,16.8
1,0,41,2,1,2,1,2,2,36.6,3,2,56,92,1,0,1,1,1,1,2,9.4,7.42,51,12.6
0,0,46,3,2,0,2,0,1,48.4,2.6,1,26.6,116,3,1,1,0,1,1,2.6,9.1,4.96,58,12
0,0,41,3,1,1,1,1,1,56,3.4,1,25.4,106,3,1,0,0,1,0,2.6,11,5.86,54,12
0,0,36,3,1,1,1,2,0,28,2.8,1,22.4,100,3,1,0,0,1,1,2.2,12.1,4.44,46,8.4
1,0,59,2,1,2,2,1,1,62.8,2.8,3,17.8,106,3,1,0,0,1,0,2.6,7.1,4.22,66,14.2
1,2,45,1,0,0,2,1,1,40,6.8,2,58,113,3,1,0,1,1,1,2.6,9.2,7.62,57,10.8
1,2,55,2,1,1,2,1,1,74.8,4.4,1,63.4,110,0,1,0,0,0,1,2.4,7.3,4.18,64,14.6
1,2,46,2,1,2,2,1,1,73.2,5,3,56,110,4,1,1,0,1,1,2,9.1,5.14,59,17.8
1,0,53,2,1,1,2,1,1,74,3,3,40.4,106,3,1,0,0,1,0,2.2,7.3,4.14,61,12.6
1,2,39,2,1,2,0,1,1,69.6,3.2,3,27.6,106,3,1,6,0,1,1,2.2,7.3,3.68,51,11.8
1,2,40,2,1,0,2,1,1,49.2,3.8,2,33.4,114,3,1,0,0,1,0,2.6,10.9,6.96,49,10.8
1,2,59,1,1,2,2,1,1,71.2,4.4,3,38.6,108,3,1,0,0,1,1,2.2,7.8,3.68,66,12.6
1,2,54,2,1,2,2,1,1,88.4,3.8,1,20,110,0,1,0,0,0,1,2,7.1,4.26,61,16.6
1,0,45,1,1,2,2,1,2,65.4,5,1,79.8,112,3,1,1,1,1,1,2.6,9.3,5.28,59,16.4
1,0,41,2,1,0,2,3,0,59,3.2,2,24.8,111,3,1,0,0,1,1,2.2,11.2,5.26,51,10.4
0,0,36,3,1,2,2,1,1,58.6,3,1,25.2,99,4,1,0,0,1,1,2,10.1,4.1,46,12.2
0,2,37,3,1,1,0,0,1,46.6,3.6,3,22.6,112,3,1,0,1,1,0,2.2,11.6,4.68,47,10.2
1,0,44,2,1,2,2,1,1,52.4,5.4,1,77.8,106,4,1,0,1,1,1,2.2,9.6,7.38,59,11.8
0,0,39,3,1,0,2,0,1,28.2,3.4,1,45,118,3,1,1,0,1,0,2.4,10.1,3.88,49,10.4
0,0,41,3,2,1,0,1,1,37.8,5.8,3,44.6,121,3,1,0,0,1,1,2.4,6.9,4.88,56,10.2
1,2,44,2,1,2,2,1,1,49,4,1,55.4,111,3,1,1,0,1,0,2.2,9.4,5.18,55,14.2
0,2,40,3,2,1,0,0,1,41.4,4.6,2,53.2,107,3,1,1,0,1,1,2.6,7.1,3.1,51,15.8
0,2,55,3,1,2,2,1,1,63.6,5.2,1,39.6,117,3,1,1,0,1,0,2.2,6.6,4.26,66,16.2
0,0,53,3,1,2,2,1,1,49,4.8,1,49.4,120,3,1,1,0,1,0,2.2,7.4,3.26,60,12.2
1,0,43,2,1,0,2,1,1,55.8,5.8,1,32.2,112,3,1,0,0,1,1,2.6,6.4,4.68,57,11.4
1,0,41,2,1,0,2,0,2,37.2,4.4,2,47.2,110,3,1,0,0,1,0,2.8,10.7,7.66,51,10
1,2,62,2,1,2,2,1,1,45,8,1,86,110,1,0,3,0,1,1,1.8,6.7,6.48,71,11
1,2,45,2,1,2,2,1,1,66,3,1,27.6,114,3,1,1,0,1,0,1.8,6.8,4.42,59,14
1,2,53,2,1,2,0,1,1,71.2,1,3,26.8,109,3,1,1,0,1,0,2.2,6.9,3.72,62,15.4
1,2,46,2,1,2,2,1,1,43,3,1,21.4,111,2,1,1,0,1,0,2,8.2,4.22,58,9.6
1,0,41,2,1,1,2,2,2,31,4.2,1,41.2,108,1,0,3,0,1,1,2.4,11.7,4.7,51,10.8
0,0,39,3,1,0,2,0,2,33,4.6,2,31.4,116,3,1,0,0,1,0,2.2,10.6,6.32,48,9.8
0,0,44,3,1,1,0,1,0,28,10.5,3,105,109,3,1,0,1,1,0,1.8,6.9,3.48,56,11.5
1,0,43,2,1,1,2,0,2,23.8,7.6,1,73.6,112,3,1,0,0,1,0,2.4,7.6,8.22,55,8.8
1,2,51,2,1,2,2,1,1,57.8,6.4,3,67.6,116,0,1,0,0,0,1,2,5.4,2.98,65,15.4
0,0,41,3,2,1,2,1,1,35.4,5.4,1,35.6,108,3,1,1,0,1,0,2.4,9.4,3.96,50,11.2
0,0,39,3,1,1,2,0,2,28.2,5.2,1,73.8,119,3,1,0,0,1,0,2.6,8.6,6.06,53,9.8
0,0,52,3,1,1,2,0,2,25.2,4.2,1,47.2,106,3,1,1,0,1,1,2.4,9.4,2.98,62,11
0,0,36,3,2,1,2,1,2,24.6,4.8,1,44.2,108,3,1,0,0,1,0,2,7.2,2.76,46,8
0,0,43,3,1,1,2,0,1,34.2,3,1,55.4,120,3,1,1,0,1,1,2,9.1,5.24,56,13.8
0,2,59,3,1,2,2,1,1,35.5,6.5,1,45,104,3,1,1,0,1,1,2.2,9.4,2.14,69,14
0,0,41,3,2,1,2,0,2,32.6,6,1,57,103,3,1,0,0,1,1,2.4,8.6,5.78,55,10.8
0,2,44,3,1,1,0,1,1,32.2,4.2,3,36.2,109,3,1,1,0,1,1,2.8,6.9,3.06,57,10
0,0,43,3,2,1,0,1,1,26,3.8,2,29.4,114,3,1,0,0,1,1,2.2,6.5,2.84,59,9.4
0,0,41,3,2,1,2,1,1,31.2,5.8,1,37.4,117,3,1,0,0,1,1,2.6,6.9,4.18,53,9.6
0,0,45,3,1,1,2,1,1,41.6,3.6,1,28.4,116,3,1,0,0,1,0,1.8,6.1,4.22,59,10
1,0,44,2,0,1,2,0,1,40.4,4.8,1,58.4,103,3,1,1,0,1,1,2.4,8.1,6.28,58,11.6
1,0,46,2,1,1,2,1,2,43.6,7.2,1,65.6,108,3,1,0,0,1,0,2.4,6.8,4.38,59,15.2
1,0,47,0,1,1,2,2,2,30.8,3.2,2,37.6,111,3,1,1,0,1,1,2,8.4,3.94,54,11.6
1,2,60,2,1,2,2,1,1,86,6.2,1,60.4,105,0,1,0,0,0,1,2.2,6.2,2.52,69,16.2
1,0,53,2,0,2,0,0,1,42.6,6.6,3,82.4,104,3,1,1,1,1,0,1.8,5.1,4.36,65,11.6
1,0,45,2,1,2,2,1,1,32,3,1,80,106,4,1,1,0,1,1,2.4,8.3,4.2,58,14.4
1,0,30,0,1,1,2,1,1,31,2.6,1,26.2,86,3,1,1,0,1,0,2.6,12.1,5.38,37,9.6
0,0,55,3,1,2,2,1,1,20,5,1,64,106,3,1,0,0,1,1,2.6,8,1.82,69,6
0,0,41,3,1,1,2,0,1,31.8,2.4,2,25.6,116,3,1,1,0,1,0,2.4,6.6,4.46,53,10
0,0,44,3,2,1,2,0,2,28,4.4,1,31,111,3,1,6,0,1,1,2.2,6,3.92,59,8.6
1,0,57,2,1,2,2,1,1,28.4,4.8,3,35.8,108,3,1,0,0,1,1,2.4,6.5,2.88,66,11.2
0,0,45,3,1,2,2,1,2,22.8,4,1,40.4,110,3,1,0,0,1,1,2.4,5.3,2.74,59,9
0,0,43,3,2,1,2,1,2,32,5.2,1,37.8,104,3,1,0,0,1,1,2.4,7.2,5.12,55,10.4
1,0,41,2,1,0,2,3,0,37.2,6.4,3,64.8,105,3,1,0,0,1,1,2.2,11.7,15.9,57,10
0,0,46,3,1,1,0,0,1,26.8,4,3,45.6,114,4,1,0,1,1,1,2,11.6,7.92,59,11
0,0,44,3,1,1,2,1,1,34.4,3.4,3,39,118,3,1,0,0,1,1,1.8,7.1,4.18,55,10
1,0,41,0,2,1,0,0,1,30,3.6,2,47.4,103,3,1,0,1,1,1,2.4,7.9,6,51,10.6
1,0,45,0,1,2,2,1,2,31.2,3.6,3,31.8,112,3,1,0,0,1,1,2.2,9.4,4.24,58,9.6
0,0,41,3,2,1,2,0,2,33,4,1,34.2,106,3,1,1,0,1,0,2.6,10.4,3.48,53,11.4
0,0,45,3,1,1,2,1,2,26,2.8,1,24.6,111,3,1,0,0,1,1,2.2,7,3.32,59,8.6
1,0,40,2,1,1,2,1,2,28.2,5.4,2,38.4,106,3,1,1,0,1,0,2.6,9.4,2.5,51,9.8
1,2,59,2,1,2,2,1,1,53.4,4.2,1,44.8,120,2,1,1,0,1,1,2.2,5.1,3.46,71,16.4
1,0,51,2,1,1,2,1,1,26,4,1,43.8,111,3,1,0,0,1,1,2.2,6.4,3.72,58,11.2
1,0,43,1,1,1,2,1,1,24.8,3.4,1,38.8,108,1,0,0,0,1,0,2.4,9.1,4.92,58,10.2
1,2,45,1,1,2,2,1,2,32,3.4,1,53.8,109,3,1,1,0,1,0,2.8,7.8,6.88,57,12.8
1,0,58,2,2,2,2,1,1,36.4,4.6,3,69.2,116,3,1,0,0,1,0,2.4,9.3,8.54,67,10.8
1,0,56,2,1,2,0,1,1,31.8,4,3,48.2,109,3,1,0,0,1,0,2,6.8,5.38,64,10.6
0,2,60,3,1,2,2,1,1,45,4.6,3,31,112,2,1,1,0,1,0,1.8,6.6,3.82,68,13.8
0,0,44,3,1,0,2,0,1,47.6,3.6,3,26.6,118,4,1,1,0,1,0,2,8,4.7,58,11.6
1,2,45,2,1,2,2,1,1,47.4,7.4,2,77.4,106,3,1,0,1,1,1,2.4,8.3,6.48,59,14.4
1,0,51,2,1,2,2,0,1,39.2,4.8,1,45,108,3,1,0,0,1,0,2.4,6.9,3.04,58,11.6
1,0,55,1,0,2,0,1,1,58.2,3.6,3,40.6,110,3,1,6,0,1,1,2.2,5.4,3.78,66,14.2
0,0,41,3,2,1,0,1,1,25,5,1,35,113,3,1,1,0,1,0,2,6.7,3.64,54,9
1,2,41,2,1,2,0,1,0,40,4.2,3,34.4,111,3,1,0,0,1,1,2.4,8.2,3.26,53,11
0,0,43,3,2,1,2,1,1,31.4,4.4,1,28.8,114,3,1,1,0,1,1,2.4,9.5,4.46,55,9.8
1,0,52,2,1,2,2,1,1,41,3.2,1,52,112,1,0,3,0,1,0,2.4,6.2,2.7,61,13.6
1,0,55,2,1,1,2,1,2,45.6,3.6,1,29,109,3,1,0,0,1,1,2.4,8.7,2.44,62,12.4
1,0,46,2,1,1,2,0,2,39.4,5.2,1,45.6,112,3,1,0,0,1,0,2.4,8.6,6.78,62,10.8
1,0,46,2,1,1,2,1,1,31.8,5,1,35.8,110,3,1,1,0,1,1,1.8,6.8,2.3,59,10.2
1,2,53,2,1,2,0,1,1,57,3.4,1,35.8,114,3,1,0,1,1,1,2,5.6,4.76,62,14
0,0,40,3,2,1,2,0,1,35.8,3.6,2,34.4,108,3,1,0,0,1,1,2.4,10.6,4.7,49,10.8
0,0,45,3,1,1,0,0,2,32.4,3.4,3,45,111,3,1,0,1,1,1,2,8.9,4.46,57,9
0,0,45,3,1,1,2,1,2,21,3.8,1,31.2,108,3,1,0,0,1,1,2.4,10.5,5.92,59,8
0,0,41,3,1,1,2,1,1,42.8,4.6,2,32,110,3,1,0,0,1,0,2.4,11,5.7,51,10.4
0,0,43,3,1,1,2,1,1,20.5,3,1,19.75,108,3,1,0,0,1,1,2,10.6,2.88,58,8
1,0,46,2,1,2,2,1,1,57.8,4,1,59.4,102,3,1,1,1,1,1,2.8,9,6.56,59,15
1,0,57,2,1,2,2,1,1,52.4,5,2,39,106,3,1,0,0,1,0,2.6,9.3,5.76,66,13
1,0,41,2,1,1,2,0,2,25,3.8,1,34.8,108,3,1,1,0,1,1,2.4,11.2,9.2,53,9.6
0,0,43,3,1,1,2,0,2,36.2,4,2,35.4,107,3,1,0,0,1,0,2.6,10.1,7.8,55,10.4
0,0,52,3,1,2,2,1,1,41.8,3.4,2,50.2,107,3,1,0,1,1,1,2.2,7.1,6.04,61,14.6
1,0,43,2,1,1,2,0,1,20.75,4.25,1,25,104,3,1,0,0,1,1,2.2,10,3.5,56,8.5
1,0,34,0,1,2,2,2,0,36.8,1,1,17.8,90,3,1,6,0,1,0,2.2,19.4,5.08,43,10
1,0,53,2,1,2,2,1,1,62,2.6,1,50.6,110,3,1,0,0,1,1,2.4,9.7,2.04,61,16
1,2,44,2,1,1,2,1,1,58.8,2.8,2,42.2,108,3,1,1,0,1,1,2,7.5,3.16,53,12
1,0,43,2,2,1,2,0,1,46.4,3.4,2,45.8,106,3,1,0,1,1,1,2.2,7.2,6.56,58,14.6
1,0,53,2,1,2,2,0,1,50.8,4.4,1,53.6,110,3,1,0,0,1,1,2.4,7.2,4.92,61,11.4
1,0,51,2,1,2,2,1,1,57.4,5.2,1,49.6,106,3,1,0,1,1,1,1.8,8.5,4.04,58,13.6
0,0,47,3,1,1,1,1,2,31.2,2.2,3,24.2,114,3,1,1,1,1,1,2,11.4,1.66,59,9.6
0,0,45,3,1,1,0,0,2,27,3.8,1,31.4,104,3,1,4,0,1,1,2.4,8.2,4.72,57,9.2
0,0,41,3,1,1,2,0,1,34.2,3,1,32.6,105,3,1,1,0,1,0,1.8,9.1,4.38,52,9.6
0,0,44,3,1,2,2,1,1,27.2,5.4,2,34,117,3,1,0,0,1,1,2.2,9.2,4.22,59,9.6
1,0,43,2,1,1,2,3,0,38.4,3.4,3,28.4,111,3,1,1,0,1,0,2.2,12.4,7.36,58,10.6
0,0,51,3,1,2,2,0,2,30.4,4.6,1,44.4,116,3,1,0,0,1,1,2.2,6.9,4.58,61,11.2
0,2,52,3,1,2,0,0,2,55.2,3.6,3,31.4,106,3,1,6,0,1,0,2.4,8.3,3.4,61,13
0,0,44,3,1,2,0,1,1,35.6,5.4,1,44.8,117,3,1,0,0,1,1,2.4,7.5,5.46,59,9.6
0,0,45,3,1,1,0,1,1,38,3.2,1,22.8,111,3,1,1,0,1,0,2,9.2,6.54,56,10.6
1,2,59,2,1,2,0,1,1,73,5.2,2,83.2,115,0,1,0,0,0,1,2.4,5.5,5.3,71,18.6
1,2,39,1,1,1,0,1,1,65.5,2.7,2,36.6,104,1,0,1,0,1,0,1.6,12.6,10.6,49,11.8
1,2,46,0,1,1,2,0,2,59.7,5,1,56,105,1,0,0,0,1,0,2,5.7,1.3,56,15.1
1,0,38,1,1,1,2,1,2,37.8,2.4,3,21.8,116,3,1,0,1,1,0,2.2,12.2,4.36,48,8
1,0,44,2,1,1,2,2,2,66.66666667,3,1,32.66666667,105,4,1,0,1,1,1,2.333333333,11.2,1.88,54,13.66666667
0,2,40,3,1,1,2,1,2,39,3.75,1,24.25,111,3,1,1,0,1,0,2,9.1,2.22,49,9.75
1,2,44,2,1,1,2,3,0,75.75,1.25,1,11.5,114,3,1,0,0,1,0,2,10.9,1.12,55,11.5
1,2,54,2,1,1,1,1,1,89.75,2.25,1,29.5,106,4,1,1,0,1,0,2,8.4,2.4,63,13.25
0,0,46,3,1,2,2,0,2,59.5,3.25,3,42.5,105,3,1,1,0,1,0,2.5,7.8,6.56,54,12.5
0,2,60,3,1,2,2,0,2,65.25,2.5,1,14.5,106,3,1,1,1,1,0,2,5.9,2,72,10.25
1,2,50,1,1,1,2,1,1,74,3.8,1,23.6,108,3,1,1,0,1,1,2,7.1,1.48,59,12.4
1,0,35,2,1,0,2,1,1,43.6,3.4,2,28,116,3,1,1,0,1,0,2.6,13.6,5.56,46,9.2
0,0,37,3,1,0,2,2,2,41.8,2,1,18.2,114,2,1,1,0,1,0,2.4,11.1,3.44,46,7.2
1,0,40,2,1,1,1,2,2,54.33333333,2.333333333,1,19.33333333,100,4,1,0,1,1,0,2,10.6,2.34,47,10.33333333
